"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:5KXX-GF81-JBG3-6223-00000-00",2846,"2016-10-14 00:00:00+00:00","New York Times","Homocide",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","-5","5",""
"urn:contentItem:5JR6-WXM1-JBG3-643T-00000-00",631,"2016-05-08 00:00:00+00:00","New York Times","Homocide",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","2",""
"urn:contentItem:5MBN-71B1-DYRR-90YX-00000-00",262,"2016-12-08 00:00:00+00:00","USA Today","Homocide",2016,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:5PTB-XF01-DYTM-N26X-00000-00",516,"2017-10-26 00:00:00+00:00","Tampa Bay Times","Homocide",2017,"Mostly","Not mentioned and not implied","['Community solutions']","Not mentioned and not implied","Not mentioned and not implied","70","80","Mostly collective","-8","9",""
"urn:contentItem:5PXG-49M1-JC8F-K3GW-00000-00",694,"2017-11-09 00:00:00+00:00","Star Tribune","Homocide",2017,"Slightly","Not mentioned and not implied","Policy","Not mentioned and not implied","Not mentioned and not implied","20","90","Mostly individual","-9","8",""
"urn:contentItem:5PJP-D7C1-DXY4-X493-00000-00",683,"2017-09-24 00:00:00+00:00","New York Times","Homocide",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","3",""
"urn:contentItem:5NP5-S3H1-JBG3-64DD-00000-00",864,"2017-06-02 00:00:00+00:00","New York Times","Homocide",2017,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-8","8",""
"urn:contentItem:5R5B-46S1-JBG3-6016-00000-00",541,"2017-12-12 00:00:00+00:00","New York Times","Homocide",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Race = African-American, Gender = male","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-8","8",""
"urn:contentItem:5TDM-Y9X1-JBG3-633W-00000-00",401,"2018-10-04 00:00:00+00:00","New York Times","Homocide",2018,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5T73-P8V1-JBG3-647S-00000-00",1551,"2018-09-08 00:00:00+00:00","New York Times","Homocide",2018,"Entirely","['Environmental', 'Lifestyle']","['Policy', 'Community solutions']","['Gender = female', 'SES = unspecified']","60","50","80","Both","-8","9",""
"urn:contentItem:5SJ4-VF11-DYRR-94CH-00000-00",530,"2018-06-12 00:00:00+00:00","USA Today","Homocide",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-9","8",""
"urn:contentItem:5TYK-2XP1-JBG3-64S1-00000-00",1573,"2018-12-13 00:00:00+00:00","New York Times","Homocide",2018,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5RCP-5T81-DXY4-X27Y-00000-00",1635,"2018-01-10 00:00:00+00:00","New York Times","Homocide",2018,"Mostly","Not mentioned and not implied","['Education', 'Innovations/Technology']","{'Gender': 'female', 'SES': 'poor', 'Age': 'varied'}","Not mentioned and not implied","80","85","Mostly individual","0","7",""
"urn:contentItem:5VP4-W4N1-JCBJ-Y0D6-00000-00",527,"2019-03-20 00:00:00+00:00","Tampa Bay Times","Homocide",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","0",""
"urn:contentItem:5V42-FM01-DXY4-X2RV-00000-00",576,"2019-01-03 00:00:00+00:00","New York Times","Homocide",2019,"Mostly","Not mentioned and not implied","Policy, Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","50","75","Only collective","-9","9",""
"urn:contentItem:5W84-NV81-DYTM-N0N5-00000-00",619,"2019-06-02 00:00:00+00:00","Tampa Bay Times","Homocide",2019,"Mostly","Not mentioned and not implied","Not mentioned and not implied","Gender = female, Age = adult, Pregnancy","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-8","8",""
"urn:contentItem:5XPB-J301-JBG3-603B-00000-00",537,"2019-12-08 00:00:00+00:00","New York Times","Homocide",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","3",""
"urn:contentItem:5WFK-4J71-JBG3-640J-00000-00",1412,"2019-06-28 00:00:00+00:00","New York Times","Homocide",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5Y14-RKV1-JBG3-60CJ-00000-00",877,"2020-01-19 00:00:00+00:00","New York Times","Homocide",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-7","8",""
"urn:contentItem:60C5-1X81-JBG3-61TV-00000-00",1194,"2020-07-15 00:00:00+00:00","New York Times","Homocide",2020,"Mostly","Environmental","Policy, Community solutions","{'Race': 'Black', 'Gender': 'male'}","80","60","100","Mostly individual","-10","8",""
"urn:contentItem:60KD-S4Y1-DXY4-X175-00000-00",1091,"2020-08-13 00:00:00+00:00","New York Times","Homocide",2020,"Mostly","Environmental","Policy, Community solutions","{'Age': 'young-child', 'Location': 'urban'}","Not mentioned and not implied","80","70","Both","-9","9",""
"urn:contentItem:60P7-7N51-DXY4-X0NY-00000-00",1509,"2020-08-27 00:00:00+00:00","New York Times","Homocide",2020,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:600M-J8Y1-JBG3-63P5-00000-00",373,"2020-05-27 00:00:00+00:00","New York Times","Homocide",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0 Neutral","1 Not at all",""
"urn:contentItem:3W41-2HR0-007F-G4K5-00000-00",1430,"1999-03-28 00:00:00+00:00","New York Times","Suicide",1999,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","3",""
"urn:contentItem:3XJV-50X0-00J2-319C-00000-00",1186,"1999-10-03 00:00:00+00:00","Star Tribune","Suicide",1999,"Mentions once","Not mentioned and not implied","Community solutions","Not mentioned and not implied","Not mentioned and not implied","50","80","Mostly collective","5","3",""
"urn:contentItem:3XNT-T6F0-00J2-33SB-00000-00",790,"1999-10-17 00:00:00+00:00","Star Tribune","Suicide",1999,"Mentions once","['Genetic', 'Environmental', 'Lifestyle']","['Medication', 'Community solutions']","['Race = white', 'Gender = female', 'Age = childhood']","20","80","30","Mostly individual","-5","7",""
"urn:contentItem:3XX4-7BF0-00RP-K01D-00000-00",700,"1999-11-18 00:00:00+00:00","New York Times","Suicide",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:3W9F-6WX0-000W-63SV-00000-00",991,"1999-04-22 00:00:00+00:00","Tampa Bay Times","Suicide",1999,"Mentions once","Not mentioned and not implied","Policy, Community solutions","Not mentioned and not implied","Not mentioned and not implied","40","70","Mostly collective","-8","7",""
"urn:contentItem:41CF-6WX0-00MH-F26J-00000-00",950,"2000-10-08 00:00:00+00:00","New York Times","Suicide",2000,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3YGK-HXS0-00C6-D14W-00000-00",252,"2000-02-03 00:00:00+00:00","USA Today","Suicide",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","-8","8",""
"urn:contentItem:417P-5250-000W-64X4-00000-00",2000,"2000-09-19 00:00:00+00:00","Tampa Bay Times","Suicide",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","5",""
"urn:contentItem:412G-4XN0-00MH-F4SV-00000-00",94,"2000-08-27 00:00:00+00:00","New York Times","Suicide",2000,"Mostly","Not mentioned and not implied","Policy, Community solutions","{'Gender': 'female', 'Age': 'young-adult'}","Not mentioned and not implied","0","100","Mostly individual","-8","9",""
"urn:contentItem:414K-M5D0-00MH-F3B8-00000-00",1161,"2000-09-06 00:00:00+00:00","New York Times","Suicide",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0 Neutral","1",""
"urn:contentItem:43WX-0JD0-010G-13XV-00000-00",765,"2001-09-02 00:00:00+00:00","Tampa Bay Times","Suicide",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:43NX-2W30-010F-K4XM-00000-00",395,"2001-08-06 00:00:00+00:00","USA Today","Suicide",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","-8","7",""
"urn:contentItem:44B1-1D50-010F-K384-00000-00",434,"2001-10-30 00:00:00+00:00","USA Today","Suicide",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","5",""
"urn:contentItem:44D3-66R0-0109-T0JG-00000-00",843,"2001-11-09 00:00:00+00:00","New York Times","Suicide",2001,"Mentions once","Not mentioned and not implied","Policy","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0 Neutral","1",""
"urn:contentItem:42JX-2SB0-0109-T38W-00000-00",784,"2001-03-14 00:00:00+00:00","New York Times","Suicide",2001,"Slightly","Environmental","Other behavior, Community solutions","{'Race': 'Not mentioned and not implied', 'Gender': 'Not mentioned and not implied', 'Age': 'young-adult', 'SES': 'Not mentioned and not implied'}","10","20","20","Mostly individual","-8","8",""
"urn:contentItem:46V6-3KP0-00J2-31BS-00000-00",522,"2002-09-23 00:00:00+00:00","Star Tribune","Suicide",2002,"Mentions once","Environmental","Community solutions","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","-8","8",""
"urn:contentItem:4788-WMR0-01GM-K0X2-00000-00",749,"2002-04-28 00:00:00+00:00","Star Tribune","Suicide",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","-5","2",""
"urn:contentItem:46KB-TPV0-010F-K4PF-00000-00",721,"2002-08-23 00:00:00+00:00","USA Today","Suicide",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","[{'Gender': 'female'}]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-3","4",""
"urn:contentItem:46R4-NXJ0-01CN-H42D-00000-00",4603,"2002-09-10 00:00:00+00:00","New York Times","Suicide",2002,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","-10","10",""
"urn:contentItem:451B-S3S0-01CN-H234-00000-00",717,"2002-01-29 00:00:00+00:00","New York Times","Suicide",2002,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:49JY-TRH0-01DF-Y008-00000-00",594,"2003-09-19 00:00:00+00:00","Tampa Bay Times","Suicide",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
